id,date_submitted,street,ward,district,city,detailed_address,area(m2),price(milion_vnd),hot_and_cold_water_machine,washing_machine,fridge,camera,fingerprint_door_lock/magnetic_card,parking,air_conditioner,balcony
22043611,16/03/2023,Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM,"Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM",30,3,0,1,0,0,0,1,0,0
22054112,16/03/2023,Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, TPHCM,"Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, TPHCM",27,6.5,0,0,0,0,0,0,0,0
22053331,16/03/2023,Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TPHCM,"Đường Cách Mạng Tháng 8, Phường 10, Quận 3, TPHCM",20,5.5,1,1,1,1,1,0,1,0
22049685,16/03/2023,Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TPHCM,"Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TPHCM",30,3.5,1,0,0,0,0,1,1,0
21654083,16/03/2023,Đường Sông Đà, Phường 2, Quận Tân Bình, TPHCM,"Đường Sông Đà, Phường 2, Quận Tân Bình, TPHCM",50,12,1,0,0,0,0,1,0,0
22016489,16/03/2023,Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TPHCM,"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",25,3.9,0,0,1,0,1,0,1,0
21937159,16/03/2023,Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, TPHCM,"Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, TPHCM",25,4,0,0,1,0,1,0,1,0
22053312,16/03/2023,Đường Điện Biên Phủ, Phường 1, Quận 3, TPHCM,"Đường Điện Biên Phủ, Phường 1, Quận 3, TPHCM",25,5.5,1,1,1,0,0,0,1,0
22049642,16/03/2023,Đường Bình Quới, Phường 27, Quận Bình Thạnh, TPHCM,"Đường Bình Quới, Phường 27, Quận Bình Thạnh, TPHCM",30,6.5,0,0,1,0,0,0,1,0
21700058,16/03/2023,Đường C1, Phường 13, Quận Tân Bình, TPHCM,"Đường C1, Phường 13, Quận Tân Bình, TPHCM",35,5.5,1,1,1,0,1,1,1,0
22049628,16/03/2023,Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TPHCM,"Đường Nơ Trang Long, Phường 13, Quận Bình Thạnh, TPHCM",40,7.5,0,1,1,0,0,0,1,0
21728138,16/03/2023,Đường Thăng Long, Phường 4, Quận Tân Bình, TPHCM,"Đường Thăng Long, Phường 4, Quận Tân Bình, TPHCM",45,7,1,1,0,0,0,1,1,0
21471830,16/03/2023,Đường Cù Lao, Phường 2, Quận Phú Nhuận, TPHCM,"Đường Cù Lao, Phường 2, Quận Phú Nhuận, TPHCM",25,5.2,0,1,0,0,0,1,0,1
22063253,16/03/2023,Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TPHCM,"Đường Xô Viết Nghệ Tĩnh, Phường 17, Quận Bình Thạnh, TPHCM",30,6.5,0,1,1,0,0,0,1,0
22045734,16/03/2023,Đường Cách Mạng Tháng 8, Phường 13, Quận 10, TPHCM,"Đường Cách Mạng Tháng 8, Phường 13, Quận 10, TPHCM",30,9.5,0,1,1,0,0,0,1,0
22047951,16/03/2023,Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TPHCM,"Đường Phạm Ngũ Lão, Phường Phạm Ngũ Lão, Quận 1, TPHCM",25,6.5,0,0,0,0,0,1,0,0
22045721,16/03/2023,Đường Cách Mạng Tháng 8, Phường 13, Quận 10, TPHCM,"Đường Cách Mạng Tháng 8, Phường 13, Quận 10, TPHCM",30,7,0,0,0,0,0,0,0,0
21653228,16/03/2023,Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM",30,4.2,0,1,1,1,1,0,1,0
21658948,16/03/2023,Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, TPHCM,"Đường Tô Ký, Phường Trung Mỹ Tây, Quận 12, TPHCM",28,3,0,0,0,1,1,0,0,0
21910020,16/03/2023,Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TPHCM,"Đường Khuông Việt, Phường Phú Trung, Quận Tân Phú, TPHCM",27,3.5,0,0,0,0,0,1,1,0
21948128,16/03/2023,Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, TPHCM,"Đường Lê Văn Thọ, Phường 9, Quận Gò Vấp, TPHCM",30,4,0,0,0,1,0,1,0,0
21887247,16/03/2023,Đường Lạc Long Quân, Phường 3, Quận 11, TPHCM,"Đường Lạc Long Quân, Phường 3, Quận 11, TPHCM",40,6.7,1,0,1,0,0,0,1,0
22035761,16/03/2023,Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,"Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",15,3,0,0,1,1,1,0,1,0
22035803,16/03/2023,Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM,"Đường Trương Phước Phan, Phường Bình Trị Đông, Quận Bình Tân, TPHCM",15,3,0,0,1,1,1,0,1,0
21902772,16/03/2023,Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,"Đường Phạm Đăng Giảng, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM",30,3,0,1,0,0,1,1,0,0
22053227,16/03/2023,Đường 3 Tháng 2, Phường 14, Quận 10, TPHCM,"Đường 3/2, Phường 14, Quận 10, TPHCM",30,6.5,0,0,0,0,0,0,0,0
22053274,16/03/2023,Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM,"Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",37,8.5,0,0,0,0,0,1,0,0
22053268,16/03/2023,Đường Cách Mạng Tháng 8, Phường 12, Quận 10, TPHCM,"Đường Cách Mạng Tháng 8, Phường 12, Quận 10, TPHCM",40,5.9,0,1,0,0,0,0,0,0
22053281,16/03/2023,Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TPHCM,"Đường Nguyễn Đình Chiểu, Phường 4, Quận 3, TPHCM",20,6.5,0,0,0,0,0,0,0,1
22037637,16/03/2023,Đường Trường Chinh, Phường Trung Mỹ Tây, Quận 12, TPHCM,"Đường Trường Chinh, Phường Trung Mỹ Tây, Quận 12, TPHCM",30,4.3,0,0,0,0,1,1,0,0
21725599,16/03/2023,Đường Quang Trung, Phường 10, Quận Gò Vấp, TPHCM,"Đường Quang Trung, Phường 10, Quận Gò Vấp, TPHCM",28,3.7,1,1,1,1,1,0,1,1
22030323,16/03/2023,Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, TPHCM,"Đường Nguyễn Phúc Nguyên, Phường 10, Quận 3, TPHCM",30,6.2,0,0,0,0,0,1,0,0
22046604,16/03/2023,Đường Huỳnh Tịnh Của, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM,"Đường Huỳnh Tịnh Của, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",30,7,1,0,1,0,0,0,1,0
22001132,16/03/2023,Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TPHCM,"Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TPHCM",40,4,0,0,1,0,1,0,1,0
22001119,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",40,4,0,0,0,1,0,0,0,0
22049671,16/03/2023,Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM,"Đường Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, TPHCM",40,9.5,0,0,0,0,0,0,0,0
21892971,16/03/2023,Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TPHCM,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TPHCM",30,4,0,1,0,1,1,1,0,0
21943686,16/03/2023,Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TPHCM,"Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TPHCM",40,3.8,0,0,0,0,0,1,1,1
22039912,16/03/2023,Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Lã Xuân Oai, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",30,3.5,0,1,0,1,0,0,0,0
22049818,16/03/2023,Đường Trần Khắc Chân, Phường Tân Định, Quận 1, TPHCM,"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, TPHCM",40,7,0,0,0,0,1,0,0,0
21992804,16/03/2023,Đường Vườn Lài, Phường An Phú Đông, Quận 12, TPHCM,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, TPHCM",28,3.9,0,0,0,0,1,1,0,0
21824629,16/03/2023,Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, TPHCM,"Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, TPHCM",25,3.5,0,0,0,1,1,0,0,0
22045892,16/03/2023,Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, TPHCM,"Đường Hoàng Hoa Thám, Phường 7, Quận Bình Thạnh, TPHCM",30,8,0,1,0,1,0,0,0,0
21917416,16/03/2023,Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, TPHCM,"Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, TPHCM",35,3.8,0,1,1,0,0,1,1,0
22030281,16/03/2023,Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, TPHCM,"Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, TPHCM",30,5,0,0,1,0,1,1,1,0
21986504,16/03/2023,Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM",30,2.6,0,1,0,1,0,1,0,0
21882715,16/03/2023,Đường Cách Mạng Tháng 8, Phường 7, Quận Tân Bình, TPHCM,"Đường Cách Mạng Tháng 8, Phường 7, Quận Tân Bình, TPHCM",40,8.5,0,0,1,1,1,1,1,0
22047829,16/03/2023,Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, TPHCM,"Đường Hoàng Diệu, Phường 10, Quận Phú Nhuận, TPHCM",25,6.5,0,0,0,0,0,0,0,0
22055982,16/03/2023,Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM,"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, TPHCM",30,3,0,0,0,0,1,1,1,1
21971430,16/03/2023,Đường Lý Thường Kiệt, Phường 14, Quận 10, TPHCM,"Đường Lý Thường Kiệt, Phường 14, Quận 10, TPHCM",35,4.8,0,0,0,1,0,1,0,0
21910907,16/03/2023,Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TPHCM,"Đường Phan Văn Trị, Phường 5, Quận Gò Vấp, TPHCM",40,5.9,0,0,1,0,0,0,1,1
21901811,16/03/2023,Đường Lê Đức Thọ, Phường 14, Quận Gò Vấp, TPHCM,"Đường Lê Đức Thọ, Phường 14, Quận Gò Vấp, TPHCM",25,4,0,0,1,1,1,1,1,0
21971424,16/03/2023,Đường Âu Cơ, Phường 14, Quận 11, TPHCM,"Đường Âu Cơ, Phường 14, Quận 11, TPHCM",35,4.8,0,0,0,1,0,1,0,0
21855115,16/03/2023,Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TPHCM,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TPHCM",30,5.5,0,0,1,0,0,0,1,1
22053249,16/03/2023,Đường 3 Tháng 2, Phường 14, Quận 10, TPHCM,"Đường 3 Tháng 2, Phường 14, Quận 10, TPHCM",35,7.5,0,0,0,0,0,0,0,0
22030301,16/03/2023,Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, TPHCM,"Đường Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, TPHCM",30,7.8,0,0,0,0,0,0,0,1
21971414,16/03/2023,Đường Âu Cơ, Phường 9, Quận Tân Bình, TPHCM,"Đường Âu Cơ, Phường 9, Quận Tân Bình, TPHCM",35,4.8,0,0,0,1,0,1,0,0
22031131,16/03/2023,Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TPHCM,"Đường Nguyễn Đình Chiểu, Phường 5, Quận 3, TPHCM",30,9,0,0,0,0,0,0,0,0
22041832,16/03/2023,Đường Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM,"Đường Võ Văn Hát, Phường Long Trường, Quận 9 (TP. Thủ Đức), TPHCM",35,4.4,1,1,1,1,1,1,1,1
21916093,16/03/2023,Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TPHCM,"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, TPHCM",35,3.8,0,1,1,0,0,1,1,0
22031166,16/03/2023,Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TPHCM",40,6,0,0,0,0,0,0,0,0
22045774,16/03/2023,Đường Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, TPHCM",30,7.5,0,1,0,0,0,0,0,1
21892949,16/03/2023,Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, TPHCM,"Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, TPHCM",25,4,0,1,1,1,1,0,1,0
21943664,16/03/2023,Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TPHCM,"Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, TPHCM",40,4,0,0,0,0,0,0,0,0
22039512,16/03/2023,Đường số 160, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM,"Đường số 160, Phường Tăng Nhơn Phú A, Quận 9 (TP. Thủ Đức), TPHCM",40,3.3,0,0,0,0,0,0,0,0
21594736,16/03/2023,Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TPHCM,"Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TPHCM",35,7,1,1,0,0,0,1,1,0
21984713,16/03/2023,Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, TPHCM,"Đường Lê Thị Chợ, Phường Phú Thuận, Quận 7, TPHCM",30,5.5,1,1,1,1,0,0,1,0
21617511,16/03/2023,Đường Cách Mạng Tháng 8, Phường 15, Quận 10, TPHCM,"Đường Cách Mạng Tháng 8, Phường 15, Quận 10, TPHCM",40,6.5,1,0,1,1,0,1,1,1
22063184,16/03/2023,Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM,"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",30,3.7,0,0,0,0,0,1,1,0
21273050,16/03/2023,Đường Bành Văn Trân, Phường 7, Quận Tân Bình, TPHCM,"Đường Bành Văn Trân, Phường 7, Quận Tân Bình, TPHCM",25,5.5,1,1,1,0,1,1,1,0
21591093,16/03/2023,Đường Âu Cơ, Phường 10, Quận Tân Bình, TPHCM,"Đường Âu Cơ, Phường 10, Quận Tân Bình, TPHCM",30,5.3,1,1,1,0,1,0,1,1
21971393,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",38,4,0,0,0,0,0,0,0,0
21592684,16/03/2023,Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, TPHCM,"Đường Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, TPHCM",50,9,1,1,1,1,0,1,1,0
22063164,16/03/2023,Đường Ngô Đức Kế, Phường 12, Quận Bình Thạnh, TPHCM,"Đường Ngô Đức Kế, Phường 12, Quận Bình Thạnh, TPHCM",25,6.3,1,0,1,0,0,0,1,0
21996456,16/03/2023,Đường Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, TPHCM,"Đường Lũy Bán Bích, Phường Hiệp Tân, Quận Tân Phú, TPHCM",25,3.5,0,0,0,1,1,1,0,0
21624469,16/03/2023,Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TPHCM,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TPHCM",30,5.8,1,1,1,1,1,1,1,0
21731412,16/03/2023,Đường Quang Trung, Phường 10, Quận Gò Vấp, TPHCM,"Đường Quang Trung, Phường 10, Quận Gò Vấp, TPHCM",30,5.7,0,0,0,0,0,0,0,0
21758715,16/03/2023,Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, TPHCM,"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",30,4,0,1,0,1,1,0,0,0
21942146,16/03/2023,Đường Lò Gốm, Phường 8, Quận 6, TPHCM,"Đường Lò Gốm, Phường 8, Quận 6, TPHCM",24,3.5,1,1,1,1,1,1,1,1
22063150,16/03/2023,Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, TPHCM,"Đường Phan Chu Trinh, Phường 24, Quận Bình Thạnh, TPHCM",25,6.5,1,0,1,0,0,0,1,1
21954113,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",30,4.5,1,0,0,0,1,0,1,0
21948369,16/03/2023,Đường Lò Gốm, Phường 8, Quận 6, TPHCM,"Đường Lò Gốm, Phường 8, Quận 6, TPHCM",24,3.4,1,1,1,1,1,1,1,1
21735612,16/03/2023,Đường Quang Trung, Phường 10, Quận Gò Vấp, TPHCM,"Đường Quang Trung, Phường 10, Quận Gò Vấp, TPHCM",30,5.7,0,0,0,0,0,0,0,0
21890874,16/03/2023,Đường số 16, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM,"Đường số 16, Phường Bình Hưng Hòa, Quận Bình Tân, TPHCM",25,2.8,0,0,0,0,0,0,1,0
21473868,16/03/2023,Đường Trường Chinh, Phường 14, Quận Tân Bình, TPHCM,"Đường Trường Chinh, Phường 14, Quận Tân Bình, TPHCM",35,6.5,0,1,0,0,0,0,0,0
21878992,16/03/2023,Đường Lò Gốm, Phường 8, Quận 6, TPHCM,"Đường Lò Gốm, Phường 8, Quận 6, TPHCM",18,3.2,1,1,1,1,1,1,0,1
21670750,16/03/2023,Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TPHCM,"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, TPHCM",30,5.3,0,1,0,1,0,0,0,0
21488048,16/03/2023,Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM",30,5.3,1,1,0,0,0,0,1,0
22063120,16/03/2023,Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TPHCM,"Đường Bùi Hữu Nghĩa, Phường 2, Quận Bình Thạnh, TPHCM",25,4.6,0,0,0,0,0,0,0,0
21604519,16/03/2023,Đường Trần Bá Giao, Phường 5, Quận Gò Vấp, TPHCM,"Đường Trần Bá Giao, Phường 5, Quận Gò Vấp, TPHCM",35,6.5,0,0,0,0,0,1,0,1
22019290,16/03/2023,Đường Lò Gốm, Phường 8, Quận 6, TPHCM,"Đường Lò Gốm, Phường 8, Quận 6, TPHCM",10,2.4,1,1,0,1,1,1,0,1
21587099,16/03/2023,Đường Trường Chinh, Phường 14, Quận Tân Bình, TPHCM,"Đường Trường Chinh, Phường 14, Quận Tân Bình, TPHCM",30,6,0,0,0,0,0,1,0,0
21802002,16/03/2023,Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, TPHCM,"Đường Đào Duy Anh, Phường 9, Quận Phú Nhuận, TPHCM",35,6,0,0,1,0,0,0,1,1
21547193,16/03/2023,Đường Bến Phú Định, Phường 16, Quận 8, TPHCM,"Đường Bến Phú Định, Phường 16, Quận 8, TPHCM",20,3.6,0,1,0,0,0,0,0,1
22049691,16/03/2023,Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TPHCM,"Đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, TPHCM",30,3.5,1,0,0,0,0,0,1,0
21802019,16/03/2023,Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, TPHCM,"Đường Hồ Văn Huê, Phường 9, Quận Phú Nhuận, TPHCM",30,6,0,0,1,0,0,0,1,1
21996449,16/03/2023,Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TPHCM,"Đường Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, TPHCM",25,3.5,0,1,0,1,1,1,1,0
21548714,16/03/2023,Đường 3 Tháng 2, Phường 2, Quận 11, TPHCM,"Đường 3/2, Phường 2, Quận 11, TPHCM",15,3.6,1,1,0,0,0,1,0,1
21992800,16/03/2023,Đường Vườn Lài, Phường An Phú Đông, Quận 12, TPHCM,"Đường Vườn Lài, Phường An Phú Đông, Quận 12, TPHCM",28,3.7,0,0,0,0,1,1,0,0
21548716,16/03/2023,Đường Trần Chánh Chiếu, Phường 14, Quận 5, TPHCM,"Đường Trần Chánh Chiếu, Phường 14, Quận 5, TPHCM",22,4,0,1,1,0,0,1,1,1
21712095,16/03/2023,Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TPHCM,"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, TPHCM",25,4.5,1,0,0,0,0,1,1,0
22016854,16/03/2023,Đường Dương Văn Dương, Phường Sơn Kỳ, Quận Tân Phú, TPHCM,"Đường Dương Văn Dương, Phường Sơn Kỳ, Quận Tân Phú, TPHCM",25,3.5,0,1,0,0,0,1,1,0
21803544,16/03/2023,Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TPHCM,"Đường Hoàng Văn Thụ, Phường 4, Quận Tân Bình, TPHCM",30,6.5,0,0,1,0,0,0,1,1
21954025,16/03/2023,Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TPHCM,"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TPHCM",30,4.4,0,0,1,1,1,1,1,1
22060541,16/03/2023,Đường Lò Gốm, Phường 8, Quận 6, TPHCM,"Đường Lò Gốm, Phường 8, Quận 6, TPHCM",24,4.7,1,1,1,1,1,1,1,1
22027675,16/03/2023,Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM,"Đường Nguyễn Thị Tú, Phường Bình Hưng Hòa B, Quận Bình Tân, TPHCM",25,3.2,0,1,0,1,1,0,0,1
22061123,16/03/2023,Đường Lê Lăng, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM,"Đường Lê Lăng, Phường Phú Thọ Hòa, Quận Tân Phú, TPHCM",20,2,0,0,0,0,1,0,0,0
21717424,16/03/2023,Đường Quang Trung, Phường 12, Quận Gò Vấp, TPHCM,"Đường Quang Trung, Phường 12, Quận Gò Vấp, TPHCM",28,4.5,0,0,0,1,0,1,1,0
22023916,16/03/2023,Đường Nguyễn Oanh, Phường 7, Quận Gò Vấp, TPHCM,"Đường Nguyễn Oanh, Phường 7, Quận Gò Vấp, TPHCM",25,4,0,1,1,0,0,1,1,0
22063087,16/03/2023,Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM,"Đường Nguyễn Xí, Phường 13, Quận Bình Thạnh, TPHCM",20,4.5,0,0,0,0,0,0,1,0
22023891,16/03/2023,Đường Cống Lở, Phường 15, Quận Tân Bình, TPHCM,"Đường Cống Lở, Phường 15, Quận Tân Bình, TPHCM",25,2.7,0,1,0,0,0,1,0,0
22061136,16/03/2023,Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TPHCM,"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TPHCM",25,2.3,0,0,0,1,0,1,0,1
22010866,16/03/2023,Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM,"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, TPHCM",20,1.9,0,0,0,0,0,0,0,1
21971411,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",28,4,0,0,0,0,0,0,0,0
22023800,16/03/2023,Đường Quang Trung, Phường 8, Quận Gò Vấp, TPHCM,"Đường Quang Trung, Phường 8, Quận Gò Vấp, TPHCM",20,2.7,0,1,0,0,0,1,0,1
21844575,16/03/2023,Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TPHCM,"Đường Phạm Văn Bạch, Phường 15, Quận Tân Bình, TPHCM",30,5.8,1,0,1,0,0,1,1,0
22006746,16/03/2023,Đường Trần Thị Cờ, Phường Thới An, Quận 12, TPHCM,"Đường Trần Thị Cờ, Phường Thới An, Quận 12, TPHCM",20,2.3,0,0,0,1,1,1,1,0
21954005,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",30,4.5,1,1,0,0,1,0,1,1
21289370,16/03/2023,Đường số 8, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM,"Đường số 8, Phường Bình An, Quận 2 (TP. Thủ Đức), TPHCM",25,3.3,0,0,0,1,1,0,0,1
22023611,16/03/2023,Đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, TPHCM,"Đường Phạm Văn Chiêu, Phường 8, Quận Gò Vấp, TPHCM",25,3,0,1,0,0,0,1,1,1
22017129,16/03/2023,Đường Lê Đức Thọ, Phường 5, Quận Gò Vấp, TPHCM,"Đường Lê Đức Thọ, Phường 5, Quận Gò Vấp, TPHCM",25,3.67,0,0,0,1,1,0,0,1
22043629,16/03/2023,Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM,"Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM",25,2.6,0,1,1,0,0,1,1,1
22063034,16/03/2023,Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM,"Đường Nguyễn Thị Định, Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức), TPHCM",30,3.8,0,1,0,0,1,0,1,0
21590582,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",30,5.8,0,1,0,0,0,1,0,1
22017125,16/03/2023,Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TPHCM,"Đường Nguyễn Thái Sơn, Phường 5, Quận Gò Vấp, TPHCM",35,3.98,0,0,0,0,0,1,1,0
22017044,16/03/2023,Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 5, Quận Gò Vấp, TPHCM",35,4.23,0,1,0,0,0,1,1,1
21712062,16/03/2023,Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM,"Đường Nguyễn Văn Lượng, Phường 10, Quận Gò Vấp, TPHCM",25,4.5,0,1,0,1,0,0,0,0
21815171,16/03/2023,Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM,"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, TPHCM",30,5.3,1,1,0,0,1,1,1,0
